Category,City,Country/Region,Manufacturer,Order Date,Order ID,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,New York City,United States,Staple envelope,2021-03-02,US-2021-107524,Staple envelope,East,Home Office,2021-03-08,Standard Class,New York,Envelopes,0,5.3392,2,11.36
Office Supplies,Philadelphia,United States,Xerox 1971,2021-03-02,US-2021-111157,Xerox 1971,East,Corporate,2021-03-06,Standard Class,Pennsylvania,Paper,0.2,1.07,1,3.424
Office Supplies,New York City,United States,Array,2021-03-02,US-2021-107524,"Array Parchment Paper, Assorted Colors",East,Home Office,2021-03-08,Standard Class,New York,Paper,0,17.472,5,36.4
Technology,Philadelphia,United States,Other,2021-03-02,US-2021-111157,Hypercom P1300 Pinpad,East,Corporate,2021-03-06,Standard Class,Pennsylvania,Accessories,0.2,32.13,3,151.2
Furniture,Columbus,United States,O'Sullivan,2021-03-03,US-2021-127978,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,2021-03-08,Standard Class,Ohio,Bookcases,0.5,-199.617,5,302.45
Furniture,San Diego,United States,Bevis,2021-03-03,US-2021-105648,"Bevis Oval Conference Table, Walnut",West,Consumer,2021-03-07,Standard Class,California,Tables,0.2,-23.4882,3,626.352
Office Supplies,Houston,United States,Other,2021-03-03,US-2021-130421,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,2021-03-07,Standard Class,Texas,Appliances,0.8,-459.6072,3,176.772
Office Supplies,Wilmington,United States,Zebra,2021-03-03,US-2021-155852,Zebra Zazzle Fluorescent Highlighters,South,Consumer,2021-03-07,Second Class,North Carolina,Art,0.2,3.4048,4,19.456
Office Supplies,New York City,United States,Cardinal,2021-03-03,US-2021-127964,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,2021-03-08,Standard Class,New York,Binders,0.2,9.1785,5,25.32
Office Supplies,New York City,United States,Ibico,2021-03-03,US-2021-127964,Ibico Laser Imprintable Binding System Covers,East,Home Office,2021-03-08,Standard Class,New York,Binders,0.2,40.872,3,125.76
Office Supplies,Columbus,United States,Avery,2021-03-03,US-2021-127978,Avery 495,East,Corporate,2021-03-08,Standard Class,Ohio,Labels,0.2,4.914,3,15.12
Office Supplies,Columbus,United States,Eldon,2021-03-03,US-2021-127978,Eldon Shelf Savers Cubes and Bins,East,Corporate,2021-03-08,Standard Class,Ohio,Storage,0.2,-10.0512,8,44.672
Technology,New York City,United States,Other,2021-03-03,US-2021-127964,PowerGen Dual USB Car Charger,East,Home Office,2021-03-08,Standard Class,New York,Phones,0,4.5954,1,9.99
Office Supplies,Margate,United States,BIC,2021-03-04,US-2021-117016,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,2021-03-09,Standard Class,Florida,Art,0.2,2.3328,3,15.552
Office Supplies,Columbia,United States,Other,2021-03-04,US-2021-116239,Sensible Storage WireTech Storage Systems,South,Consumer,2021-03-04,Same Day,South Carolina,Storage,0,17.745,5,354.9
Office Supplies,Yonkers,United States,Newell,2021-03-05,US-2021-169061,Newell 345,East,Consumer,2021-03-08,Second Class,New York,Art,0,15.4752,3,59.52
Office Supplies,Yonkers,United States,GBC,2021-03-05,US-2021-169061,GBC Wire Binding Combs,East,Consumer,2021-03-08,Second Class,New York,Binders,0.2,16.7508,6,49.632
Office Supplies,Yonkers,United States,Xerox,2021-03-05,US-2021-169061,Xerox 1891,East,Consumer,2021-03-08,Second Class,New York,Paper,0,45.9754,2,97.82
Office Supplies,Yonkers,United States,Acme,2021-03-05,US-2021-169061,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,2021-03-08,Second Class,New York,Supplies,0,5.3998,2,18.62
Technology,Yonkers,United States,Logitech,2021-03-05,US-2021-169061,Logitech Wireless Gaming Headset G930,East,Consumer,2021-03-08,Second Class,New York,Accessories,0,177.5889,3,479.97
Furniture,Seattle,United States,Office Star,2021-03-07,US-2021-104563,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,2021-03-12,Standard Class,Washington,Chairs,0.2,21.8352,6,436.704
Furniture,Seattle,United States,Global,2021-03-07,US-2021-156587,"Global Push Button Manager's Chair, Indigo",West,Consumer,2021-03-08,First Class,Washington,Chairs,0.2,5.4801,1,48.712
Furniture,Seattle,United States,Global,2021-03-07,US-2021-104563,"Global Leather and Oak Executive Chair, Black",West,Corporate,2021-03-12,Standard Class,Washington,Chairs,0.2,54.1764,2,481.568
Office Supplies,Seattle,United States,Newell,2021-03-07,US-2021-104563,Newell Chalk Holder,West,Corporate,2021-03-12,Standard Class,Washington,Art,0,9.499,5,20.65
Office Supplies,Seattle,United States,Newell,2021-03-07,US-2021-156587,Newell 330,West,Consumer,2021-03-08,First Class,Washington,Art,0,4.6644,3,17.94
Office Supplies,Des Moines,United States,Other,2021-03-07,US-2021-131982,Catalog Binders with Expanding Posts,West,Home Office,2021-03-11,Second Class,Washington,Binders,0.2,33.64,2,107.648
Office Supplies,Seattle,United States,Other,2021-03-07,US-2021-104563,"Contico 72""H Heavy-Duty Storage System",West,Corporate,2021-03-12,Standard Class,Washington,Storage,0,0,5,204.9
Office Supplies,Seattle,United States,Carina,2021-03-07,US-2021-156587,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,2021-03-08,First Class,Washington,Storage,0,4.8588,3,242.94
Office Supplies,Denver,United States,Boston,2021-03-10,US-2021-140116,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,2021-03-17,Standard Class,Colorado,Art,0.2,9.3564,4,83.168
Office Supplies,Royal Oak,United States,Other,2021-03-10,US-2021-100279,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,2021-03-14,Standard Class,Michigan,Paper,0,10.7424,2,22.38
Office Supplies,Denver,United States,Tennsco,2021-03-10,US-2021-140116,Tennsco 6- and 18-Compartment Lockers,West,Consumer,2021-03-17,Standard Class,Colorado,Storage,0.2,-15.9102,3,636.408
Furniture,Columbus,United States,Eldon,2021-03-11,US-2021-166884,Eldon Wave Desk Accessories,East,Consumer,2021-03-16,Second Class,Ohio,Furnishings,0.2,2.288,5,8.32
Office Supplies,Richmond,United States,Fellowes,2021-03-11,US-2021-114790,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,2021-03-13,Second Class,Kentucky,Appliances,0,38.1576,3,146.76
Office Supplies,Roseville,United States,Other,2021-03-11,US-2021-103338,Economy #2 Pencils,West,Consumer,2021-03-15,Standard Class,California,Art,0,2.0748,3,7.98
Office Supplies,Columbus,United States,Stockwell,2021-03-11,US-2021-166884,Stockwell Push Pins,East,Consumer,2021-03-16,Second Class,Ohio,Fasteners,0.2,1.7004,6,10.464
Office Supplies,Richmond,United States,Xerox,2021-03-11,US-2021-114790,Xerox 198,South,Corporate,2021-03-13,Second Class,Kentucky,Paper,0,7.0218,3,14.94
Office Supplies,New York City,United States,Southworth,2021-03-11,US-2021-158337,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,2021-03-14,Second Class,New York,Paper,0,49.014,14,108.92
Technology,Richmond,United States,Maxell,2021-03-11,US-2021-114790,Maxell DVD-RAM Discs,South,Corporate,2021-03-13,Second Class,Kentucky,Accessories,0,14.1728,2,32.96
Technology,Richmond,United States,Panasonic,2021-03-11,US-2021-114790,Panasonic KX-TG9471B,South,Corporate,2021-03-13,Second Class,Kentucky,Phones,0,164.6316,3,587.97
Furniture,Calgary,Canada,Global,2021-03-13,CA-2021-139675,Global Deluxe High-Back Manager's Chair,West,Home Office,2021-03-18,Second Class,Alberta,Chairs,0.2,102.95,4,915.14
Furniture,Calgary,Canada,Dana,2021-03-13,CA-2021-139675,Dana Halogen Swing-Arm Architect Lamp,West,Home Office,2021-03-18,Second Class,Alberta,Furnishings,0,91.77,8,327.76
Furniture,Chesapeake,United States,Global,2021-03-14,US-2021-125521,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,2021-03-19,Standard Class,Virginia,Chairs,0,284.98,4,1139.92
Office Supplies,Huntington Beach,United States,Avery,2021-03-14,US-2021-157623,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,2021-03-18,Standard Class,California,Art,0,1.2506,1,3.38
Office Supplies,Logan,United States,GBC,2021-03-14,US-2021-114510,GBC Wire Binding Combs,West,Consumer,2021-03-19,Standard Class,Utah,Binders,0.2,11.1672,4,33.088
Office Supplies,Logan,United States,Other,2021-03-14,US-2021-114510,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,2021-03-19,Standard Class,Utah,Binders,0.2,20.1656,2,62.048
Office Supplies,Jacksonville,United States,Xerox,2021-03-14,US-2021-100293,Xerox 1887,South,Home Office,2021-03-18,Standard Class,Florida,Paper,0.2,31.8696,6,91.056
Office Supplies,Huntington Beach,United States,Xerox,2021-03-14,US-2021-157623,Xerox 1972,West,Corporate,2021-03-18,Standard Class,California,Paper,0,4.752,2,10.56
Office Supplies,Chicago,United States,Xerox,2021-03-14,US-2021-152618,Xerox 1963,Central,Home Office,2021-03-17,First Class,Illinois,Paper,0.2,2.64,2,8.448
Office Supplies,Logan,United States,Carina,2021-03-14,US-2021-114510,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,2021-03-19,Standard Class,Utah,Storage,0,3.2392,1,80.98
Office Supplies,Logan,United States,Staple magnet,2021-03-14,US-2021-114510,Staple magnet,West,Consumer,2021-03-19,Standard Class,Utah,Storage,0,5.7672,2,21.36
Technology,Logan,United States,Imation,2021-03-14,US-2021-114510,Imation 30456 USB Flash Drive 8GB,West,Consumer,2021-03-19,Standard Class,Utah,Accessories,0,6.624,12,82.8
Technology,Chicago,United States,Hewlett-Packard,2021-03-14,US-2021-152618,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,2021-03-17,First Class,Illinois,Machines,0.3,156.047,2,574.91
Furniture,Tampa,United States,Eldon,2021-03-15,US-2021-149958,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,2021-03-19,Standard Class,Florida,Furnishings,0.2,5.1408,3,45.696
Office Supplies,Tampa,United States,Other,2021-03-15,US-2021-149958,Insertable Tab Post Binder Dividers,South,Consumer,2021-03-19,Standard Class,Florida,Binders,0.7,-5.5338,3,7.218
Office Supplies,Tampa,United States,GBC,2021-03-15,US-2021-149958,GBC VeloBinder Manual Binding System,South,Consumer,2021-03-19,Standard Class,Florida,Binders,0.7,-31.6712,4,43.188
Office Supplies,Tampa,United States,Xerox,2021-03-15,US-2021-149958,Xerox 1889,South,Consumer,2021-03-19,Standard Class,Florida,Paper,0.2,47.8152,3,131.904
Office Supplies,Tampa,United States,Other,2021-03-15,US-2021-149958,"Hot File 7-Pocket, Floor Stand",South,Consumer,2021-03-19,Standard Class,Florida,Storage,0.2,17.847,1,142.776
Technology,Raleigh,United States,Polycom,2021-03-16,US-2021-157609,Polycom VoiceStation 500 Conference phone,South,Home Office,2021-03-21,Second Class,North Carolina,Phones,0.2,29.495,2,471.92
Furniture,New York City,United States,Balt,2021-03-17,US-2021-148838,Balt Solid Wood Round Tables,East,Corporate,2021-03-21,Standard Class,New York,Tables,0.4,-553.6476,4,1071.576
Furniture,New York City,United States,Bretford,2021-03-17,US-2021-148838,Bretford Rectangular Conference Table Tops,East,Corporate,2021-03-21,Standard Class,New York,Tables,0.4,-447.5947,7,1579.746
Furniture,New York City,United States,Hon,2021-03-17,US-2021-148838,"Hon 30"" x 60"" Table with Locking Drawer",East,Corporate,2021-03-21,Standard Class,New York,Tables,0.4,-122.7816,3,613.908
Office Supplies,Lakeville,United States,Bionaire,2021-03-17,US-2021-118339,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumer,2021-03-24,Standard Class,Minnesota,Appliances,0,36.5742,2,93.78
Office Supplies,Jackson,United States,Belkin,2021-03-17,US-2021-164763,Belkin 6 Outlet Metallic Surge Strip,South,Corporate,2021-03-21,Standard Class,Mississippi,Appliances,0,8.4942,3,32.67
Office Supplies,Dallas,United States,Newell,2021-03-17,US-2021-158442,Newell 333,Central,Consumer,2021-03-17,Same Day,Texas,Art,0.2,0.3336,2,4.448
Office Supplies,Lakeville,United States,Newell,2021-03-17,US-2021-118339,Newell 35,Central,Consumer,2021-03-24,Standard Class,Minnesota,Art,0,5.7072,6,19.68
Office Supplies,Lakeville,United States,Avery,2021-03-17,US-2021-118339,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,Consumer,2021-03-24,Standard Class,Minnesota,Binders,0,17.2224,6,35.88
Office Supplies,Jackson,United States,GBC,2021-03-17,US-2021-164763,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,2021-03-21,Standard Class,Mississippi,Binders,0,14.9156,2,30.44
Office Supplies,Jackson,United States,Acco,2021-03-17,US-2021-164763,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Corporate,2021-03-21,Standard Class,Mississippi,Binders,0,5.3721,3,11.43
Office Supplies,Lakeville,United States,Wilson Jones,2021-03-17,US-2021-118339,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Consumer,2021-03-24,Standard Class,Minnesota,Binders,0,25.098,10,53.4
Office Supplies,Lakeville,United States,Other,2021-03-17,US-2021-118339,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,Consumer,2021-03-24,Standard Class,Minnesota,Paper,0,23.59,7,47.18
Office Supplies,New York City,United States,Xerox,2021-03-17,US-2021-148838,Xerox 1918,East,Corporate,2021-03-21,Standard Class,New York,Paper,0,75.9696,4,155.04
Office Supplies,Dallas,United States,Xerox,2021-03-17,US-2021-158442,Xerox 1966,Central,Consumer,2021-03-17,Same Day,Texas,Paper,0.2,1.8792,1,5.184
Office Supplies,Dallas,United States,Xerox,2021-03-17,US-2021-158442,Xerox 1967,Central,Consumer,2021-03-17,Same Day,Texas,Paper,0.2,5.4432,3,15.552
Office Supplies,New York City,United States,Xerox,2021-03-17,US-2021-148838,Xerox 1926,East,Corporate,2021-03-21,Standard Class,New York,Paper,0,16.3842,7,34.86
Office Supplies,Jackson,United States,Other,2021-03-17,US-2021-164763,EcoTones Memo Sheets,South,Corporate,2021-03-21,Standard Class,Mississippi,Paper,0,7.68,4,16
Office Supplies,Jackson,United States,Xerox,2021-03-17,US-2021-164763,Xerox 1957,South,Corporate,2021-03-21,Standard Class,Mississippi,Paper,0,6.3504,2,12.96
Office Supplies,Philadelphia,United States,Xerox,2021-03-17,US-2021-127859,Xerox 1909,East,Corporate,2021-03-20,Second Class,Pennsylvania,Paper,0.2,41.1528,6,126.624
Furniture,San Francisco,United States,Bush,2021-03-18,US-2021-111871,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,2021-03-21,Second Class,California,Bookcases,0.15,70.49,10,1198.33
Furniture,Jacksonville,United States,Dana,2021-03-18,US-2021-145317,"Dana Fluorescent Magnifying Lamp, White, 36""",South,Home Office,2021-03-23,Standard Class,Florida,Furnishings,0.2,15.294,3,122.352
Furniture,Jacksonville,United States,Executive Impressions,2021-03-18,US-2021-145317,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,2021-03-23,Standard Class,Florida,Furnishings,0.2,8.0766,2,30.768
Furniture,Burbank,United States,Eldon,2021-03-18,US-2021-131275,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,Home Office,2021-03-24,Standard Class,California,Furnishings,0,14.43,2,111
Office Supplies,Jacksonville,United States,Avery,2021-03-18,US-2021-145317,Avery Fluorescent Highlighter Four-Color Set,South,Home Office,2021-03-23,Standard Class,Florida,Art,0.2,1.002,3,8.016
Office Supplies,Jacksonville,United States,Other,2021-03-18,US-2021-145317,Staples,South,Home Office,2021-03-23,Standard Class,Florida,Fasteners,0.2,5.9175,3,18.936
Office Supplies,Jacksonville,United States,Xerox,2021-03-18,US-2021-145317,Xerox 195,South,Home Office,2021-03-23,Standard Class,Florida,Paper,0.2,7.4816,4,21.376
Office Supplies,Burbank,United States,Tennsco,2021-03-18,US-2021-131275,Tennsco 6- and 18-Compartment Lockers,West,Home Office,2021-03-24,Standard Class,California,Storage,0,334.1142,7,1856.19
Technology,Burbank,United States,Other,2021-03-18,US-2021-131275,Swingline SM12-08 MicroCut Jam Free Shredder,West,Home Office,2021-03-24,Standard Class,California,Machines,0.2,415.9896,4,1279.968
Technology,Jacksonville,United States,Hewlett-Packard,2021-03-18,US-2021-145317,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,South,Home Office,2021-03-23,Standard Class,Florida,Machines,0.5,-16.426,4,821.3
Furniture,Lakeland,United States,Other,2021-03-19,US-2021-103989,Document Clip Frames,South,Corporate,2021-03-21,First Class,Florida,Furnishings,0.2,5.5044,3,20.016
Furniture,Lakeland,United States,Eldon,2021-03-19,US-2021-103989,Eldon Wave Desk Accessories,South,Corporate,2021-03-21,First Class,Florida,Furnishings,0.2,1.3728,3,4.992
Office Supplies,Lakeland,United States,Avery,2021-03-19,US-2021-103989,"Avery Flip-Chart Easel Binder, Black",South,Corporate,2021-03-21,First Class,Florida,Binders,0.7,-25.737,5,33.57
Office Supplies,Lakeland,United States,Avery,2021-03-19,US-2021-103989,Avery 501,South,Corporate,2021-03-21,First Class,Florida,Labels,0.2,3.9852,4,11.808
Office Supplies,Lakeland,United States,Other,2021-03-19,US-2021-103989,Crate-A-Files,South,Corporate,2021-03-21,First Class,Florida,Storage,0.2,1.962,3,26.16
Technology,Lakeland,United States,Logitech,2021-03-19,US-2021-103989,"Logitech Wireless Boombox Speaker - portable - wireless, wired",South,Corporate,2021-03-21,First Class,Florida,Accessories,0.2,53.2,2,170.24
Technology,Lakeland,United States,Cisco,2021-03-19,US-2021-103989,Cisco 8x8 Inc. 6753i IP Business Phone System,South,Corporate,2021-03-21,First Class,Florida,Phones,0.2,28.3479,3,323.976
Furniture,Knoxville,United States,Global,2021-03-21,US-2021-155544,Global Highback Leather Tilter in Burgundy,South,Consumer,2021-03-25,Standard Class,Tennessee,Chairs,0.2,-10.9188,3,218.376
Furniture,Knoxville,United States,DAX,2021-03-21,US-2021-155544,DAX Wood Document Frame,South,Consumer,2021-03-25,Standard Class,Tennessee,Furnishings,0.2,6.5904,3,32.952
Office Supplies,Springfield,United States,Other,2021-03-21,US-2021-163223,American Pencil,South,Corporate,2021-03-25,Standard Class,Virginia,Art,0,2.7028,4,9.32
Office Supplies,Hamilton,United States,Binney & Smith,2021-03-21,US-2021-140004,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",East,Consumer,2021-03-25,Standard Class,Ohio,Art,0.2,1.5876,3,6.048
Office Supplies,Hamilton,United States,Binney & Smith,2021-03-21,US-2021-140004,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",East,Consumer,2021-03-25,Standard Class,Ohio,Art,0.2,1.2038,2,7.408
Office Supplies,Springfield,United States,Wilson Jones,2021-03-21,US-2021-163223,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,Corporate,2021-03-25,Standard Class,Virginia,Binders,0,59.0112,3,122.94
